seed,condition,A_TF,I,C_T,R_C,H_self,joint_maturity_product,joint_interaction,target_reliability,ethical_sensitivity,decision_accuracy,high_stakes_accuracy,long_term_trajectory_value,ethical_sense_reliability_realized,deep_path_activation_rate
11182,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.7907142857142857,0.7928902627511591,0.563000000000009,0.859251968503937,0.7257142857142858
11182,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.7864285714285715,0.8101472995090017,0.5854642857142948,0.8571428571428571,0.705
11182,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8264285714285714,0.8229508196721311,0.6312142857142974,0.8603839441535777,0.8185714285714286
11182,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7178571428571429,0.717628705148206,0.42107142857142676,0.7327102803738318,0.7642857142857142
11183,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8707142857142857,0.8667763157894737,0.7167500000000135,0.938375350140056,0.765
11183,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7435714285714285,0.7469325153374233,0.4746071428571463,0.799140708915145,0.665
11183,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7785714285714286,0.7472178060413355,0.514464285714291,0.8202898550724638,0.7392857142857143
11183,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8107142857142857,0.7991137370753324,0.5806071428571509,0.8843469591226321,0.7164285714285714
11183,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.7828571428571428,0.7824675324675324,0.5550714285714352,0.8467583497053045,0.7271428571428571
11183,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.83,0.8338323353293413,0.6298214285714404,0.8626609442060086,0.8321428571428572
11183,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7271428571428571,0.7311475409836066,0.4534285714285732,0.7472826086956522,0.7885714285714286
11184,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8671428571428571,0.8569230769230769,0.6959285714285848,0.9292364990689013,0.7671428571428571
11184,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7292857142857143,0.719047619047619,0.44253571428571514,0.7913593256059009,0.6778571428571428
11184,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.75,0.7424698795180723,0.46775000000000316,0.786453433678269,0.7592857142857142
11184,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.7814285714285715,0.7933042212518195,0.5430357142857207,0.84321608040201,0.7107142857142857
11184,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.7992857142857143,0.7848101265822784,0.5674642857142937,0.8601332064700286,0.7507142857142857
11184,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8307142857142857,0.8317307692307693,0.6402142857142983,0.8712522045855379,0.81
11184,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7085714285714285,0.6949152542372882,0.38646428571428115,0.7343039126478617,0.785
11185,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.865,0.8408037094281299,0.680321428571441,0.9324452901998097,0.7507142857142857
11185,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7471428571428571,0.7579113924050633,0.4950357142857183,0.7965921192758253,0.6707142857142857
11185,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7635714285714286,0.7587859424920128,0.5101428571428626,0.8001893939393939,0.7542857142857143
11185,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.7971428571428572,0.7968,0.5803571428571507,0.8616161616161616,0.7071428571428572
11185,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8121428571428572,0.8191653786707882,0.6088928571428666,0.8852621167161226,0.7221428571428572
11185,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.83,0.8431061806656102,0.6466785714285852,0.8644501278772379,0.8378571428571429
11185,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7257142857142858,0.7303543913713405,0.4365000000000021,0.7540983606557377,0.7842857142857143
11186,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8571428571428571,0.8517350157728707,0.6848571428571554,0.9266917293233082,0.76
11186,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.73,0.7080062794348508,0.4306071428571433,0.7783669141039237,0.6735714285714286
11186,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7685714285714286,0.7664670658682635,0.5073214285714335,0.8,0.7678571428571429
11186,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.7914285714285715,0.8042763157894737,0.58517857142858,0.864039408866995,0.725
11186,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8135714285714286,0.8033898305084746,0.6113928571428666,0.8550440744368266,0.7292857142857143
11186,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8435714285714285,0.8492063492063492,0.6662142857142999,0.8765008576329331,0.8328571428571429
11186,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7142857142857143,0.7100313479623824,0.4113214285714283,0.7285318559556787,0.7735714285714286
11187,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.85,0.8443759630200308,0.668785714285725,0.9313346228239845,0.7385714285714285
11187,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.74,0.7222222222222222,0.4637142857142881,0.7756410256410257,0.6685714285714286
11187,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.755,0.7730263157894737,0.520107142857148,0.78240302743614,0.755
11187,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.7985714285714286,0.7770700636942676,0.5628928571428654,0.8618618618618619,0.7135714285714285
11187,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.79,0.7852564102564102,0.5638928571428642,0.8558187435633368,0.6935714285714286
11187,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8085714285714286,0.8181818181818182,0.6019642857142966,0.8393013100436681,0.8178571428571428
11187,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7335714285714285,0.7522388059701492,0.4581785714285744,0.7609710550887021,0.765
11188,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8678571428571429,0.8912,0.7323928571428721,0.9338303821062441,0.7664285714285715
11188,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7292857142857143,0.7196850393700788,0.4406071428571436,0.7767393561786086,0.6878571428571428
11188,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7514285714285714,0.7487520798668885,0.4971428571428621,0.787962962962963,0.7714285714285715
11188,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.785,0.779578606158833,0.5542142857142934,0.8542074363992173,0.73
11188,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8021428571428572,0.8068535825545171,0.5892142857142947,0.873253493013972,0.7157142857142857
11188,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8164285714285714,0.8222940226171244,0.618428571428582,0.8618881118881119,0.8171428571428572
11188,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7264285714285714,0.7181102362204724,0.4316071428571434,0.7470319634703196,0.7821428571428571
11189,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8614285714285714,0.8791208791208791,0.7131428571428717,0.9225746268656716,0.7657142857142857
11189,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7478571428571429,0.7376788553259142,0.47685714285714603,0.7854251012145749,0.7057142857142857
11189,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7557142857142857,0.7457364341085271,0.48428571428571787,0.7932692307692307,0.7428571428571429
11189,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8,0.8219814241486069,0.5994285714285807,0.8651574803149606,0.7257142857142858
11189,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.7907142857142857,0.8029315960912052,0.5825000000000081,0.8505050505050505,0.7071428571428572
11189,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8364285714285714,0.8414023372287145,0.6598214285714414,0.8655021834061135,0.8178571428571428
11189,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7214285714285714,0.7365930599369085,0.44450000000000117,0.7458100558659218,0.7671428571428571
11190,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.88,0.8929159802306426,0.749678571428586,0.9380362249761678,0.7492857142857143
11190,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7471428571428571,0.7512116316639742,0.4931785714285747,0.8117770767613038,0.6792857142857143
11190,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.73,0.7064676616915423,0.43953571428571464,0.7758784425451092,0.7521428571428571
11190,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.795,0.7954545454545454,0.5802857142857218,0.8827160493827161,0.6942857142857143
11190,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8135714285714286,0.8158295281582952,0.6042142857142967,0.8776908023483366,0.73
11190,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8364285714285714,0.8302469135802469,0.6375714285714408,0.8698630136986302,0.8342857142857143
11190,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7135714285714285,0.7089201877934272,0.40921428571428303,0.7365988909426987,0.7728571428571429
11191,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8521428571428571,0.8503184713375797,0.6811071428571558,0.9280855199222546,0.735
11191,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7364285714285714,0.6983606557377049,0.4405357142857159,0.7848648648648648,0.6607142857142857
11191,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7535714285714286,0.7748447204968945,0.5088214285714339,0.7948717948717948,0.7521428571428571
11191,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8,0.787085514834206,0.5892857142857229,0.8794117647058823,0.7285714285714285
11191,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.7807142857142857,0.7911392405063291,0.5560000000000074,0.8606719367588933,0.7228571428571429
11191,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.815,0.8077519379844961,0.5966428571428662,0.8604852686308492,0.8242857142857143
11191,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7192857142857143,0.7047308319738989,0.4219285714285703,0.7366482504604052,0.7757142857142857
11192,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8771428571428571,0.8680781758957655,0.723785714285728,0.9421252371916509,0.7528571428571429
11192,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7235714285714285,0.7087227414330218,0.42153571428571396,0.7676560900716479,0.6978571428571428
11192,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7428571428571429,0.7399030694668821,0.4747500000000036,0.7703842549203374,0.7621428571428571
11192,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8085714285714286,0.8186195826645265,0.6111071428571513,0.869177403369673,0.7207142857142858
11192,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.7971428571428572,0.7734899328859061,0.568392857142865,0.8706467661691543,0.7178571428571429
11192,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8407142857142857,0.820919175911252,0.6386785714285822,0.8786279683377308,0.8121428571428572
11192,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7164285714285714,0.7335526315789473,0.44625000000000115,0.7290322580645161,0.775
11193,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8507142857142858,0.8441358024691358,0.6676785714285842,0.9225806451612903,0.775
11193,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7264285714285714,0.7015151515151515,0.4116428571428555,0.7815845824411135,0.6671428571428571
11193,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7557142857142857,0.7727272727272727,0.5108214285714333,0.7965941343424787,0.755
11193,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.82,0.8257328990228013,0.630285714285726,0.8856589147286822,0.7371428571428571
11193,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8207142857142857,0.8125,0.6171071428571531,0.8756121449559255,0.7292857142857143
11193,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8385714285714285,0.8552845528455284,0.6708214285714417,0.8795074758135444,0.8121428571428572
11193,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7207142857142858,0.7290322580645161,0.4423571428571439,0.7364990689013036,0.7671428571428571
11194,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8464285714285714,0.8504983388704319,0.6800000000000128,0.9132075471698113,0.7571428571428571
11194,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7214285714285714,0.7242990654205608,0.4347500000000004,0.7571277719112989,0.6764285714285714
11194,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.775,0.7713365539452496,0.5347857142857221,0.8202676864244742,0.7471428571428571
11194,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8028571428571428,0.7915309446254072,0.5827500000000081,0.8667305848513902,0.745
11194,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8,0.7861538461538462,0.5663928571428642,0.8623853211009175,0.7007142857142857
11194,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8285714285714286,0.8195956454121306,0.622535714285727,0.8689105403011514,0.8064285714285714
11194,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7214285714285714,0.7192982456140351,0.4319285714285718,0.7420262664165104,0.7614285714285715
11195,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.865,0.8578125,0.6971785714285849,0.9291784702549575,0.7564285714285715
11195,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7378571428571429,0.7423312883435583,0.4641785714285735,0.7889713679745494,0.6735714285714286
11195,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7621428571428571,0.76,0.5008214285714342,0.8012999071494893,0.7692857142857142
11195,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8064285714285714,0.7892234548335975,0.5804642857142923,0.8907646474677259,0.7192857142857143
11195,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.7921428571428571,0.7819672131147541,0.5657857142857222,0.8595284872298625,0.7271428571428571
